soc_code,sic_code,byear_grp,name,title_matched,element,daily,weekly
13-1021.00,47.761,2008,"Retail sale of flowers, plants, seeds and fertilisers in specialised stores","Buyers and Purchasing Agents, Farm Products",Work With Work Group or Team,63.55,99.31
13-1021.00,47.761,2008,"Retail sale of flowers, plants, seeds and fertilisers in specialised stores","Buyers and Purchasing Agents, Farm Products",Deal With External Customers,49.54,84.09
13-1022.00,45.111,2009,"Commission and wholesale trade of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,45.111,2009,"Commission and wholesale trade of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,45.111,2009,"Commission and wholesale trade of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,45.111,2009,"Commission and wholesale trade of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,45.111,2009,"Commission and wholesale trade of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,45.112,2009,"Retail sale of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,45.112,2009,"Retail sale of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,45.112,2009,"Retail sale of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,45.112,2009,"Retail sale of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,45.112,2009,"Retail sale of cars and light motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,45.191,2009,"Commission and wholesale trade of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,45.191,2009,"Commission and wholesale trade of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,45.191,2009,"Commission and wholesale trade of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,45.191,2009,"Commission and wholesale trade of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,45.191,2009,"Commission and wholesale trade of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,45.192,2009,"Retail sale of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,45.192,2009,"Retail sale of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,45.192,2009,"Retail sale of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,45.192,2009,"Retail sale of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,45.192,2009,"Retail sale of other motor vehicles, except motorcycles","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,45.31,2009,Wholesale trade of motor vehicle parts and accessories,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,45.31,2009,Wholesale trade of motor vehicle parts and accessories,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,45.31,2009,Wholesale trade of motor vehicle parts and accessories,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,45.31,2009,Wholesale trade of motor vehicle parts and accessories,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,45.31,2009,Wholesale trade of motor vehicle parts and accessories,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,45.401,2009,"Commission and wholesale trade of motorcycles, parts and accessories","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,45.401,2009,"Commission and wholesale trade of motorcycles, parts and accessories","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,45.401,2009,"Commission and wholesale trade of motorcycles, parts and accessories","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,45.401,2009,"Commission and wholesale trade of motorcycles, parts and accessories","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,45.401,2009,"Commission and wholesale trade of motorcycles, parts and accessories","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.31,2009,Wholesale of fruit and vegetables,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.31,2009,Wholesale of fruit and vegetables,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.31,2009,Wholesale of fruit and vegetables,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.31,2009,Wholesale of fruit and vegetables,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.31,2009,Wholesale of fruit and vegetables,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.341,2009,Wholesale of wines and spirits,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.341,2009,Wholesale of wines and spirits,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.341,2009,Wholesale of wines and spirits,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.341,2009,Wholesale of wines and spirits,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.341,2009,Wholesale of wines and spirits,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.36,2009,Wholesale of sugar and chocolate and sugar confectionery,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.36,2009,Wholesale of sugar and chocolate and sugar confectionery,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.36,2009,Wholesale of sugar and chocolate and sugar confectionery,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.36,2009,Wholesale of sugar and chocolate and sugar confectionery,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.36,2009,Wholesale of sugar and chocolate and sugar confectionery,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.37,2009,"Wholesale of coffee, tea, cocoa and spices","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.37,2009,"Wholesale of coffee, tea, cocoa and spices","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.37,2009,"Wholesale of coffee, tea, cocoa and spices","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.37,2009,"Wholesale of coffee, tea, cocoa and spices","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.37,2009,"Wholesale of coffee, tea, cocoa and spices","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.381,2009,"Wholesale of fish, crustaceans and molluscs","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.381,2009,"Wholesale of fish, crustaceans and molluscs","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.381,2009,"Wholesale of fish, crustaceans and molluscs","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.381,2009,"Wholesale of fish, crustaceans and molluscs","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.381,2009,"Wholesale of fish, crustaceans and molluscs","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.389,2009,Wholesale of other food n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.389,2009,Wholesale of other food n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.389,2009,Wholesale of other food n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.389,2009,Wholesale of other food n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.389,2009,Wholesale of other food n.e.c.,"Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
13-1022.00,46.39,2009,"Non-specialised wholesale of food, beverages and tobacco","Wholesale and Retail Buyers, Except Farm Products",Public Speaking,0.21,20.59
13-1022.00,46.39,2009,"Non-specialised wholesale of food, beverages and tobacco","Wholesale and Retail Buyers, Except Farm Products",Face-to-Face Discussions,81.97,94.09
13-1022.00,46.39,2009,"Non-specialised wholesale of food, beverages and tobacco","Wholesale and Retail Buyers, Except Farm Products",Contact With Others,89.22,93.88
13-1022.00,46.39,2009,"Non-specialised wholesale of food, beverages and tobacco","Wholesale and Retail Buyers, Except Farm Products",Work With Work Group or Team,56.78,82.11
13-1022.00,46.39,2009,"Non-specialised wholesale of food, beverages and tobacco","Wholesale and Retail Buyers, Except Farm Products",Deal With External Customers,58.17,68.07
